rate_choice,a_exact,s_plus_exact,n,h,status,e_u2,d2
interior,6/25,27/20,128,0.0078125,regular,0.00024094006493771166,1.8307016267915193e-05
interior,6/25,7/5,96,0.010416666666666666,regular,0.00042833643940782255,2.5039948184561464e-05
interior,6/25,7/5,128,0.0078125,regular,0.00024096009052768685,1.8320013667074777e-05
interior,6/25,29/20,96,0.010416666666666666,regular,0.00042836963604958524,2.5066686706305914e-05
interior,6/25,29/20,128,0.0078125,regular,0.00024097873518719062,1.8332113982319504e-05
interior,6/25,3/2,96,0.010416666666666666,regular,0.0004284006199828229,2.5091671343767522e-05
interior,6/25,3/2,128,0.0078125,regular,0.0002409961369942661,1.834340674041513e-05
interior,6/25,31/20,96,0.010416666666666666,regular,0.0004284296053032085,2.511506848219734e-05
interior,6/25,31/20,128,0.0078125,regular,0.00024101241621431256,1.8353970454211537e-05
interior,6/25,8/5,96,0.010416666666666666,regular,0.0004284567793494024,2.513702492405468e-05
interior,6/25,8/5,128,0.0078125,regular,0.00024102767807930426,1.8363873381070824e-05
interior,6/25,33/20,96,0.010416666666666666,regular,0.0004284823067545363,2.5157669332410792e-05
interior,6/25,33/20,128,0.0078125,regular,0.0002410420150677193,1.8373175268720658e-05
interior,6/25,17/10,96,0.010416666666666666,regular,0.0004285063327877523,2.517711542259451e-05
interior,6/25,17/10,128,0.0078125,regular,0.00024105550877882777,1.8381929027590686e-05
interior,6/25,7/4,96,0.010416666666666666,regular,0.00042852898611758674,2.5195464738024917e-05
interior,6/25,7/4,128,0.0078125,regular,0.00024106823148714978,1.8390182482180234e-05
interior,6/25,9/5,96,0.010416666666666666,regular,0.00042855038111917467,2.5212807358366226e-05
interior,6/25,9/5,128,0.0078125,regular,0.00024108024743809813,1.8397976715952783e-05
interior,6/25,37/20,96,0.010416666666666666,regular,0.0004285706198039279,2.522922323432938e-05
interior,6/25,37/20,128,0.0078125,regular,0.00024109161393111685,1.8405348976605816e-05
interior,6/25,19/10,96,0.010416666666666666,regular,0.00042858979344680956,2.524478531167868e-05
interior,6/25,19/10,128,0.0078125,regular,0.0002411023822353014,1.8412332672813795e-05
interior,6/25,39/20,96,0.010416666666666666,regular,0.0004286079839628466,2.5259558158951434e-05
interior,6/25,39/20,128,0.0078125,regular,0.0002411125983618381,1.841895770278145e-05
interior,6/25,2,96,0.010416666666666666,regular,0.00042904652195634147,2.5273597732387444e-05
interior,6/25,2,128,0.0078125,regular,0.0002412553793550351,1.8425251188129315e-05
SRT,6/25,24/13,96,0.010416666666666666,regular,0.00042856910189691117,2.5227991752761404e-05
SRT,6/25,24/13,128,0.0078125,regular,0.0002410907614423482,1.840479610739982e-05
